utente/$/$/hotel,b
Contributor/$/$/Microtel Inn and Suites By Wyndham Burlington,0.02

Contributor/$/$/Comfort Suites,0.0

Contributor/$/$/Wingate By Wyndham Chantilly / Dulles Airport,0.0

Contributor/$/$/Holiday Inn Express San Clemente,0.0

Contributor/$/$/Greenstay Hotel and Suites,0.0

Contributor/$/$/Five Seasuns Bed & Breakfast Inn,0.0

Contributor/$/$/Rodeway Inn,0.0

Danielle/$/$/Best Western Plus Waterville Grand Hotel,0.41

Danielle/$/$/Doubletree By Hilton West Palm Beach Airport,0.0

Danielle/$/$/American Star Inn and Suites Atlantic City,0.1

Danielle/$/$/Hotel Roc Lago Rojo,0.43

Danielle/$/$/Extended Stay America - Rockford - I-90,0.04

Danielle/$/$/La Quinta Inn and Suites Nashville Franklin,0.06

Danielle/$/$/Sombrero Resort and Marina,0.1

Danielle/$/$/Super 8 Schenect/albany Area,0.05

Danielle/$/$/Hampton Inn Roanoke/salem,0.0

Danielle/$/$/Ip Casino Resort Spa,0.02

Danielle/$/$/Courtyard By Marriott Rockaway Mount Arlington,0.0

Danielle/$/$/The Savoy Hotel,0.02

Danielle/$/$/Summit At Big Sky,0.0

E/$/$/Best Western Plus Waterville Grand Hotel,0.11

E/$/$/Hotel De La Ville,0.1

E/$/$/Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,0.11

E/$/$/Lakeway Resort & Spa,0.05

E/$/$/Howard Johnson Inn - Newburgh,0.2

E/$/$/Bayside Resort Hotel,0.11

E/$/$/Quinta Real Acapulco,0.06

E/$/$/Sportsmen's Lodge,0.14

Lisa/$/$/Best Western Plus Waterville Grand Hotel,0.41

Lisa/$/$/Howard Johnson Inn Columbia,0.2

Lisa/$/$/Ambassadors Inn and Suites,0.21

Lisa/$/$/Country Inn Walker,0.04

Lisa/$/$/Hotel De La Ville,0.16

Lisa/$/$/Econo Lodge St Robert,0.17

Lisa/$/$/Doubletree By Hilton Hotel Bay City - Riverfront,0.0

Lisa/$/$/Holiday Inn Canyon De Chelly,0.15

Lisa/$/$/La Quinta Inn and Suites Sunrise,0.07

"Lisa/$/$/The Alexandrian, Autograph Collection",0.5

Lisa/$/$/Hampton Inn New Orleans - Downtown,0.07

Lisa/$/$/Comfort Inn,0.07

Lisa/$/$/Wine Valley Lodge,0.45

Lisa/$/$/Sombrero Resort and Marina,0.14

Lisa/$/$/Parkside Inn At Incline,0.42

Lisa/$/$/Harrah's Laughlin Hotel and Casino,0.15

Lisa/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.13

Lisa/$/$/Fairfield Inn & Suites Atlanta Perimeter Center,0.11

Lisa/$/$/Country Inn and Suites By Carlson Galena,0.04

Lisa/$/$/Super 8 Madison,0.13

Lisa/$/$/Super 8 - Effingham,0.1

Lisa/$/$/Super 8 Big Cabin Vinita Ok,0.12

Lisa/$/$/Bayside Resort Hotel,0.46

Lisa/$/$/A Bed & Breakfast In Cambridge,0.09

Lisa/$/$/Hampton Inn and Suites Annapolis,0.05

Lisa/$/$/Campus Inn & Suites Eugene Downtown,0.38

Lisa/$/$/Hampton Inn Virginia Beach Oceanfront North,0.57

Lisa/$/$/Holiday Inn Fond Du Lac,0.43

Lisa/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.04

Lisa/$/$/Crossland Economy Studios - Lake Charles - Sulphur,0.14

Lisa/$/$/La Quinta Inn Auburn Worcester,0.09

Lisa/$/$/Hyatt Place Atlanta/alpharetta/north Point Mall,0.05

Lisa/$/$/Greenstay Hotel and Suites,0.14

Lisa/$/$/Holiday Inn Express & Suites Crossville,0.13

Lisa/$/$/Holiday Inn Victorville,0.11

Lisa/$/$/Cherokee Lodge Bed and Breakfast,0.5

Lisa/$/$/Holiday Inn Express Hotel and Suites Meadowlands Area,0.12

A verified traveler/$/$/Best Western Plus Waterville Grand Hotel,0.41

A verified traveler/$/$/Days Inn Warren,0.43

"A verified traveler/$/$/The Alexandrian, Autograph Collection",0.5

A verified traveler/$/$/Mandarin Oriental Jakarta,0.53

A verified traveler/$/$/Radisson Hotel Hauppauge-long Island,0.0

A verified traveler/$/$/Howard Johnson Inn - Newburgh,0.11

A verified traveler/$/$/Hyatt Centric Arlington,0.0

A verified traveler/$/$/Courtyard San Marcos,0.43

A verified traveler/$/$/Hotel Lavonia,0.0

A verified traveler/$/$/Fiesta Inn and Suites,0.15

A verified traveler/$/$/Holiday Inn Fond Du Lac,0.43

Leanna/$/$/Best Western Plus Waterville Grand Hotel,0.05

Leanna/$/$/Lamothe House,0.0

Julie Anne/$/$/Best Western Plus Waterville Grand Hotel,0.41

Edward P/$/$/Best Western Plus Waterville Grand Hotel,0.0

Kathryn/$/$/Best Western Plus Waterville Grand Hotel,0.41

Kathryn/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.1

"Kathryn/$/$/The Alexandrian, Autograph Collection",0.02

Kathryn/$/$/Comfort Inn,0.01

Kathryn/$/$/Dallas/fort Worth Marriott Solana,0.07

Kathryn/$/$/Harrah's Laughlin Hotel and Casino,0.08

Kathryn/$/$/Quality Inn and Suites,0.09

Kathryn/$/$/Comfort Inn Birmingham - Irondale,0.09

Kathryn/$/$/Comfort Suites Fort Pierce,0.06

Kathryn/$/$/Americas Best Value Inn,0.09

Sheila/$/$/Best Western Plus Waterville Grand Hotel,0.19

Sheila/$/$/Super 8 Ithaca,0.24

Sheila/$/$/Vista Hotel On Lake Tarpon,0.23

Sheila/$/$/Days Inn Fort Wayne,0.19

Sheila/$/$/Hampton Inn Virginia Beach Oceanfront North,0.07

Sheila/$/$/Sleep Inn At Harbour View,0.19

Sheila/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.11

Sheila/$/$/La Quinta Inn and Suites Meridian,0.23

JIm/$/$/Best Western Plus Waterville Grand Hotel,0.04

James D/$/$/Best Western Plus Waterville Grand Hotel,0.11

James D/$/$/Doubletree By Hilton West Palm Beach Airport,0.05

James D/$/$/Pelican Shores Inn,0.0

James D/$/$/Americinn Lodge Suites Austin,0.0

James D/$/$/Hampton Inn Virginia Beach Oceanfront North,0.0

Monty/$/$/Best Western Plus Waterville Grand Hotel,0.41

Rick M/$/$/Best Western Plus Waterville Grand Hotel,0.0

Rick M/$/$/The Inn On Negley,0.0

Rick M/$/$/Quality Inn and Suites Irvine Spectrum,0.0

Rick M/$/$/Red Roof Inn Cedar Rapids,0.0

Heidi/$/$/Best Western Plus Waterville Grand Hotel,0.41

Heidi/$/$/Extended Stay America - Rockford - I-90,0.0

Heidi/$/$/Baymont Inn and Suites Boone,0.0

Katherine/$/$/Best Western Plus Waterville Grand Hotel,0.11

Katherine/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.03

Katherine/$/$/Days Inn & Suites Castle Rock,0.17

Katherine/$/$/Vista Hotel On Lake Tarpon,0.13

Katherine/$/$/Americas Best Value Inn,0.15

Katherine/$/$/Quality Inn and Suites Eugene-springfield,0.07

Katherine/$/$/Best Western of Long Beach,0.09

Katherine/$/$/Fairfield Inn & Suites Atlanta Perimeter Center,0.12

Katherine/$/$/Inn At Mendenhall,0.09

Katherine/$/$/Knights Inn Eau Claire,0.15

Katherine/$/$/Campus Inn & Suites Eugene Downtown,0.14

Katherine/$/$/Candlewood Suites Eugene Springfield,0.0

Katherine/$/$/The Westin Buckhead,0.08

Katherine/$/$/The Abbey Resort,0.0

Katherine/$/$/Drury Inn and Suites Columbus Convention Center,0.03

Darrell/$/$/Best Western Plus Waterville Grand Hotel,0.0

Darrell/$/$/Quality Inn and Suites,0.04

Darrell/$/$/Hyatt Place San Antonio Airport - Quarry Market,0.0

Darrell/$/$/Baymont Inn & Suites Griffin,0.0

Darrell/$/$/Super 8 Madison,0.0

Darrell/$/$/Travelodge Anaheim Convention Center,0.06

Darrell/$/$/Hampton Inn & Suites-downtown-tutwiler,0.0

Alexander/$/$/Best Western Plus Waterville Grand Hotel,0.41

Alexander/$/$/Mandarin Oriental Jakarta,0.0

Alexander/$/$/Days Inn West Memphis,0.0

Alexander/$/$/Fireside Inn Santa Cruz,0.0

Alexander/$/$/Norwood Inn and Suites,0.06

Alexander/$/$/Hotel An Der Philharmonie,0.0

Alexander/$/$/Hampton Inn and Suites Annapolis,0.0

williamtO4368AZ/$/$/Best Western Plus Waterville Grand Hotel,0.0

Kurt1340/$/$/Best Western Plus Waterville Grand Hotel,0.41

Lucy/$/$/Best Western Plus Waterville Grand Hotel,0.41

Lucy/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.13

Peter/$/$/Best Western Plus Waterville Grand Hotel,0.41

"Peter/$/$/The Alexandrian, Autograph Collection",0.5

Peter/$/$/Hilton Garden Inn Kauai Wailua Bay,0.07

Peter/$/$/Mountain Lodge At Telluride - A Noble House Resort,0.0

Peter/$/$/Comfort Inn,0.04

Peter/$/$/Days Inn & Suites Castle Rock,0.12

Peter/$/$/Super 8 Elko Nv,0.14

Peter/$/$/Wine Valley Lodge,0.11

Peter/$/$/The Kinney - Venice Beach,0.09

Peter/$/$/Hawthorn Suites Dayton North,0.16

Peter/$/$/Howard Johnson Inn - Newburgh,0.15

Peter/$/$/Melia Paris Champs-elyses,0.04

Peter/$/$/Best Western Plus San Marcos Inn,0.04

Peter/$/$/Super 8 Schenect/albany Area,0.11

Peter/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.11

Peter/$/$/Hotel Metropole,0.08

Peter/$/$/Hyatt Place Pittsburgh Cranberry,0.06

Peter/$/$/Bayside Resort Hotel,0.11

Peter/$/$/La Quinta Inn and Suites Hopkinsville,0.48

Peter/$/$/Hyatt House Colorado Springs,0.05

Peter/$/$/Crossland Economy Studios - Lake Charles - Sulphur,0.12

Peter/$/$/Days Inn Lanham Washington Dc,0.11

Peter/$/$/Anaheim Marriott Suites,0.0

Peter/$/$/Wingate By Wyndham Chantilly / Dulles Airport,0.09

Peter/$/$/Americas Best Value Inn - Medical Center/airport,0.08

Peter/$/$/Holiday Inn Express Hotel and Suites Hesperia,0.03

Peter/$/$/Holiday Inn Victorville,0.05

Tashula/$/$/Best Western Plus Waterville Grand Hotel,0.14

Colby reunioner/$/$/Best Western Plus Waterville Grand Hotel,0.04

Mary/$/$/Best Western Plus Waterville Grand Hotel,0.41

Mary/$/$/Howard Johnson Inn Columbia,0.19

Mary/$/$/Comfort Suites Southport,0.14

Mary/$/$/Country Inn Walker,0.02

Mary/$/$/Hotel De La Ville,0.5

Mary/$/$/Durango Travelodge,0.2

Mary/$/$/Best Western Plus Arlington North Hotel and Suites,0.1

Mary/$/$/Holiday Inn Express and Suites Canyonville,0.17

Mary/$/$/Solstice,0.18

"Mary/$/$/The Alexandrian, Autograph Collection",0.11

Mary/$/$/Baymont Inn and Suites Enid,0.46

Mary/$/$/Americinn Coralville,0.12

Mary/$/$/Extended Stay America - Orlando Theme Parks - Vineland Rd.,0.08

Mary/$/$/Super 8 Elko Nv,0.15

Mary/$/$/Best Western Plus French Quarter Landmark Hotel,0.01

Mary/$/$/Wine Valley Lodge,0.15

Mary/$/$/Pelican Shores Inn,0.77

Mary/$/$/Quality Inn Johnson City,0.11

Mary/$/$/Holiday Inn Express - Harrisburg East,0.05

Mary/$/$/Super 8 Kingston,0.17

Mary/$/$/Americas Best Value Inn,0.13

Mary/$/$/Hotel Silken Siete Coronas,0.04

Mary/$/$/Lakeway Resort & Spa,0.07

Mary/$/$/Arion,0.05

Mary/$/$/Howard Johnson Inn - Newburgh,0.17

Mary/$/$/Harrah's Laughlin Hotel and Casino,0.38

Mary/$/$/Americas Best Value Inn and Suites,0.14

Mary/$/$/Best Western Plus San Marcos Inn,0.43

Mary/$/$/Comfort Inn Deland - Near University,0.49

Mary/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.12

Mary/$/$/Innisbrook,0.48

Mary/$/$/Super 8 Schenect/albany Area,0.14

Mary/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.05

Mary/$/$/Anglers Inn,0.16

Mary/$/$/Palm Suites,0.4

Mary/$/$/La Quinta Inn and Suites Miami Cutler Bay,0.1

Mary/$/$/Super 8 Bradenton Sarasota Area,0.14

Mary/$/$/Super 8 Big Cabin Vinita Ok,0.12

Mary/$/$/Bayside Resort Hotel,0.14

Mary/$/$/Towneplace Suites Albany University Area,0.05

Mary/$/$/Comfort Inn Huntingdon,0.08

Mary/$/$/Econo Lodge Bellmawr,0.13

Mary/$/$/Best Western Silicon Valley Inn,0.14

Mary/$/$/Dockers Inn,0.12

Mary/$/$/Courtyard By Marriott Downtown Boise,0.49

Mary/$/$/Greenstay Hotel and Suites,0.16

Mary/$/$/Residence Inn By Marriott Fort Lauderdale Weston,0.06

Mary/$/$/Sportsmen's Lodge,0.14

Mary/$/$/Red Roof Inn Cedar Rapids,0.19

Mary/$/$/Hotel Eugne En Ville,0.5

Mary/$/$/Quality Inn and Suites Big Rapids,0.1

Mary/$/$/Cherokee Lodge Bed and Breakfast,0.11

Mary/$/$/Residence Inn By Marriott Deptford,0.1

Vincent/$/$/Best Western Plus Waterville Grand Hotel,0.05

Vincent/$/$/Quality Inn Spearfish,0.08

Vincent/$/$/Holiday Inn Express Colton-riverside North,0.07

Vincent/$/$/Innisbrook,0.1

Vincent/$/$/La Quinta Inn and Suites Miami Cutler Bay,0.06

Vincent/$/$/Residence Inn By Marriott Hartford Downtown,0.0

Vincent/$/$/Best Western Hotel De Neuville,0.0

Vincent/$/$/Comfort Suites,0.01

Vincent/$/$/Baymont Inn and Suites Boone,0.12

Vincent/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.0

Vincent/$/$/Sleep Inn Slidell,0.05

mark/$/$/Best Western Plus Waterville Grand Hotel,0.03

mark/$/$/Days Inn Branson / Near The Strip,0.05

mark/$/$/Solstice,0.08

mark/$/$/Hampton Inn Abilene,0.0

mark/$/$/Country Inn & Suites By Carlson,0.06

mark/$/$/Best Western Holiday Hills,0.03

mark/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.03

mark/$/$/Fairbridge Inn,0.29

mark/$/$/Fairfield Inn & Suites Atlanta Perimeter Center,0.42

mark/$/$/Ip Casino Resort Spa,0.0

mark/$/$/Super 8 Indianapolis,0.05

mark/$/$/Hotel Roc Flamingo,0.0

mark/$/$/Greenstay Hotel and Suites,0.51

Kitty/$/$/Best Western Plus Waterville Grand Hotel,0.41

Kitty/$/$/Ramada Vandalia,0.06

Kitty/$/$/Hotel Garibaldi,0.0

Robin/$/$/Best Western Plus Waterville Grand Hotel,0.03

Robin/$/$/Ambassadors Inn and Suites,0.08

Robin/$/$/Days Inn Brookings,0.08

Robin/$/$/Country Inn and Suites By Carlson Corbin,0.04

Robin/$/$/Inn At Queen Anne,0.1

"Robin/$/$/The Alexandrian, Autograph Collection",0.01

Robin/$/$/Howard Johnson Inn - Newburgh,0.31

Robin/$/$/Hampton Inn Sarasota - I-75 Bee Ridge,0.0

Robin/$/$/Excellence Riviera Cancun - Adults Only - All Inclusive,0.03

Robin/$/$/Days Inn Fort Wayne,0.06

Robin/$/$/Super 8 Big Cabin Vinita Ok,0.04

Robin/$/$/Holiday Inn Express - Hillsboro,0.07

Robin/$/$/Baymont Inn and Suites Boone,0.1

Robin/$/$/Comfort Inn Huntingdon,0.0

Robin/$/$/Quality Inn and Suites Irvine Spectrum,0.07

Robin/$/$/Best Western Silicon Valley Inn,0.06

kt72_7/$/$/Best Western Plus Waterville Grand Hotel,0.0

Jed/$/$/Best Western Plus Waterville Grand Hotel,0.41

Jed/$/$/Holiday Inn Express & Suites Phoenix Downtown - Ballpark,0.5

jesse/$/$/Best Western Plus Waterville Grand Hotel,0.04

Trina/$/$/Best Western Plus Waterville Grand Hotel,0.0

Trina/$/$/Fairfield Inn & Suites Atlanta Perimeter Center,0.0

Trina/$/$/La Quinta Inn and Suites Hopkinsville,0.0

Betsy/$/$/Best Western Plus Waterville Grand Hotel,0.13

"Betsy/$/$/The Alexandrian, Autograph Collection",0.08

Betsy/$/$/Hampton Inn Virginia Beach Oceanfront North,0.0

susan/$/$/Best Western Plus Waterville Grand Hotel,0.05

susan/$/$/Ambassadors Inn and Suites,0.1

susan/$/$/Quality Inn Johnson City,0.05

susan/$/$/La Quinta Inn and Suites Nashville Franklin,0.07

susan/$/$/Sombrero Resort and Marina,0.1

susan/$/$/The Westin Europa and Regina,0.5

susan/$/$/Hotel Aura Sfo,0.45

susan/$/$/Anglers Inn,0.07

susan/$/$/Best Western Hospitality Hotel and Suites,0.06

susan/$/$/Hampton Inn Tucson-airport,0.0

susan/$/$/Monarch Inn,0.09

Lawrence S/$/$/Best Western Plus Waterville Grand Hotel,0.14

Lianne L/$/$/Best Western Plus Waterville Grand Hotel,0.14

GINA M./$/$/Best Western Plus Waterville Grand Hotel,0.04

Christopher/$/$/Best Western Plus Waterville Grand Hotel,0.05

Christopher/$/$/Doubletree By Hilton Hotel Bay City - Riverfront,0.0

Christopher/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.45

Christopher/$/$/Country Inn and Suites By Carlson Corbin,0.09

Christopher/$/$/Americinn Coralville,0.04

Christopher/$/$/Vista Hotel On Lake Tarpon,0.41

Christopher/$/$/Super 8 Manhattan Ks,0.13

Christopher/$/$/Hyatt Place Utica,0.04

Christopher/$/$/Quality Inn Johnson City,0.07

Christopher/$/$/Hampton Inn Abilene,0.0

Christopher/$/$/La Quinta Inn and Suites Nashville Franklin,0.05

Christopher/$/$/Best Western of Long Beach,0.01

Christopher/$/$/Western Inn-glacier Park,0.14

Christopher/$/$/Courtyard San Marcos,0.0

Christopher/$/$/Super 8 Madison,0.09

Christopher/$/$/Ip Casino Resort Spa,0.46

Christopher/$/$/Super 8 Big Cabin Vinita Ok,0.07

Christopher/$/$/Inn At Mendenhall,0.1

Christopher/$/$/Super 8 Fort Collins,0.05

Christopher/$/$/Red Roof Inn Erie,0.0

Christopher/$/$/Wingate By Wyndham Pueblo,0.0

Christopher/$/$/Holiday Inn Fond Du Lac,0.43

Christopher/$/$/Quality Inn Long Beach Airport,0.33

Christopher/$/$/La Quinta Inn Auburn Worcester,0.04

Christopher/$/$/Dockers Inn,0.07

Christopher/$/$/Monarch Inn,0.15

Christopher/$/$/Greenstay Hotel and Suites,0.51

Christopher/$/$/Drury Inn and Suites Columbus Convention Center,0.51

Christopher/$/$/Holiday Inn Express and Suites Gahanna/columbus Airport E,0.05

Christopher/$/$/Ibis Wuerzburg City,0.0

beth/$/$/Best Western Plus Waterville Grand Hotel,0.1

beth/$/$/Best Western Hospitality Hotel and Suites,0.1

Joan/$/$/Best Western Plus Waterville Grand Hotel,0.41

Joan/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.45

Joan/$/$/Quality Inn Spearfish,0.09

"Joan/$/$/The Alexandrian, Autograph Collection",0.01

Joan/$/$/Super 8 Manhattan Ks,0.07

Joan/$/$/Fairfield Inn Saginaw,0.0

Joan/$/$/Quality Inn and Suites,0.09

Joan/$/$/Fairbridge Inn,0.14

Joan/$/$/Bayside Resort Hotel,0.04

Joan/$/$/Hyatt House Colorado Springs,0.02

Joan/$/$/Best Western Silicon Valley Inn,0.04

Mary G/$/$/Best Western Plus Waterville Grand Hotel,0.41

Mary G/$/$/Howard Johnson Inn - Newburgh,0.31

SF2SEA/$/$/Best Western Plus Waterville Grand Hotel,0.0

SF2SEA/$/$/Garden Bed and Breakfast,0.0

Steven/$/$/Best Western Plus Waterville Grand Hotel,0.03

Steven/$/$/Big Mountain Lodge,0.04

Steven/$/$/La Quinta Inn and Suites Tucson - Reid Park,0.08

Steven/$/$/Country Inn and Suites By Carlson Corbin,0.04

"Steven/$/$/The Alexandrian, Autograph Collection",0.03

Steven/$/$/Comfort Inn,0.01

Steven/$/$/Quality Inn Near Six Flags,0.04

Steven/$/$/Days Inn Ruther Glen Kings Dominion Area,0.11

Steven/$/$/Extended Stay America - Fort Lauderdale - Davie,0.06

Steven/$/$/Comfort Inn - Springfield,0.03

Steven/$/$/Holiday Inn Express Hotel and Suites Raleigh-wakefield,0.0

Steven/$/$/Country Inn & Suites By Carlson,0.1

Steven/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.04

Steven/$/$/Marriott's Mountainside At Park City,0.0

Steven/$/$/Super 8 Schenect/albany Area,0.06

Steven/$/$/Hyatt Place Pittsburgh Cranberry,0.02

Steven/$/$/Best Western Plus Kelly Inn,0.0

Steven/$/$/Days Inn Fort Wayne,0.06

Steven/$/$/Americas Best Value Inn,0.07

Steven/$/$/Bayside Resort Hotel,0.06

Steven/$/$/Residence Inn By Marriott Hartford Downtown,0.0

Steven/$/$/Super 8 Indianapolis,0.07

Steven/$/$/Garden of The Gods Club & Resort,0.0

Steven/$/$/Red Roof Inn Erie,0.0

Steven/$/$/Mccamly Plaza Hotel,0.02

Steven/$/$/Holiday Inn Express San Clemente,0.0

Steven/$/$/Drury Inn and Suites Columbus Convention Center,0.0

Steven/$/$/Red Roof Inn Cedar Rapids,0.1

Vicky/$/$/Best Western Plus Waterville Grand Hotel,0.0

"Vicky/$/$/The Alexandrian, Autograph Collection",0.0

Vicky/$/$/Ramada Vandalia,0.0

Vicky/$/$/Plaza Hotel and Casino - Las Vegas,0.0

linnea/$/$/Best Western Plus Waterville Grand Hotel,0.04

Sandy/$/$/Best Western Plus Waterville Grand Hotel,0.09

Sandy/$/$/Red Roof Inn St Louis - Troy,0.05

Sandy/$/$/Hotel Metropole,0.05

Sandy/$/$/Comfort Inn Huntingdon,0.05

Sandy/$/$/Sportsmen's Lodge,0.13

Anne H/$/$/Best Western Plus Waterville Grand Hotel,0.41

Anne H/$/$/La Quinta Inn Auburn Worcester,0.02

Raymond/$/$/Best Western Plus Waterville Grand Hotel,0.02

Raymond/$/$/Best Western Plus French Quarter Landmark Hotel,0.0

Raymond/$/$/Holiday Inn Express - Harrisburg East,0.0

Raymond/$/$/Chelsea Inn,0.0

Raymond/$/$/Sombrero Resort and Marina,0.08

Raymond/$/$/Quality Inn,0.02

Raymond/$/$/Country Inn and Suites By Carlson Charlotte University Place,0.03

Raymond/$/$/Best Western Hospitality Hotel and Suites,0.02

Raymond/$/$/Hotel Adler Cavalieri,0.03

Raymond/$/$/Bayside Resort Hotel,0.04

Raymond/$/$/Garden of The Gods Club & Resort,0.0

Raymond/$/$/Hampton Inn Virginia Beach Oceanfront North,0.0

Raymond/$/$/Days Inn Lanham Washington Dc,0.04

Raymond/$/$/Good Nite Inn Rohnert Park,0.01

Raymond/$/$/Red Roof Inn Cedar Rapids,0.09

Raymond/$/$/Holiday Inn Express and Suites Gahanna/columbus Airport E,0.0

Ramachandran/$/$/Best Western Plus Waterville Grand Hotel,0.04

Corey/$/$/Best Western Plus Waterville Grand Hotel,0.0

Corey/$/$/Fh Hotel Villa Fiesole,0.0

Corey/$/$/Comfort Suites,0.0

Theadorea/$/$/Best Western Plus Waterville Grand Hotel,0.14

Wayne A/$/$/Best Western Plus Waterville Grand Hotel,0.14

chip/$/$/Best Western Plus Waterville Grand Hotel,0.14

Alicia/$/$/Best Western Plus Waterville Grand Hotel,0.02

Alicia/$/$/Extended Stay America - Columbia - Northwest Harbison,0.04

Alicia/$/$/Bayside Resort Hotel,0.04

Alicia/$/$/Monterey Beach Dunes Inn,0.07

Alicia/$/$/Holiday Inn Express Hotel and Suites Va Beach Oceanfront,0.0

Alicia/$/$/Good Nite Inn Rohnert Park,0.02

Matty/$/$/Best Western Plus Waterville Grand Hotel,0.0

erincorbo/$/$/Best Western Plus Waterville Grand Hotel,0.0

Tanya H/$/$/Best Western Plus Waterville Grand Hotel,0.41

jgig/$/$/Best Western Plus Waterville Grand Hotel,0.04

Carline/$/$/Best Western Plus Waterville Grand Hotel,0.04

Valued/$/$/Best Western Plus Waterville Grand Hotel,0.04

Scott/$/$/Best Western Plus Waterville Grand Hotel,0.05

Scott/$/$/Americinn Coralville,0.07

Scott/$/$/Ramada Vandalia,0.06

Scott/$/$/Holiday Inn Express Hotel and Stes Port Clinton-catawba Island,0.05

Scott/$/$/Days Inn Bangor Airport,0.1

Scott/$/$/Plaza Hotel and Casino - Las Vegas,0.08

Scott/$/$/Baymont Inn & Suites Griffin,0.05

Scott/$/$/Dallas/fort Worth Marriott Solana,0.04

Scott/$/$/Super 8 Worthington Minnesota,0.13

Scott/$/$/Quality Inn Near Six Flags,0.04

Scott/$/$/Days Inn Ruther Glen Kings Dominion Area,0.14

Scott/$/$/Americas Best Value Inn,0.3

Scott/$/$/Jacksonville Plaza Hotel and Suites,0.02
